commentId,text,video_title,label_llm,label_revisao,
UgyOq9l7uQ89IK2Bjvh4AaABAg,"Sei bem como é isso. Meu filho acordava 8/ 9 vezes durante a noite. Eu chorava de desespero. Só melhorou com o desmame total. Foi tenso, mas a gente esquece 😅",MEU FILHO NÃO DORME | SONO DO BEBÊ por Juliana Goes,TANGENCIAL,OK,
UgyUAX6MzuimVcgqdY94AaABAg,"Casar pra quê? Pra morrer de trabalhar, servir e abrir mão de um monte de coisas",CASAR PARA QUÊ? | MARIA HOMEM,TANGENCIAL,OK,
UgySzBfYg07aGUXHiyt4AaABAg,Que  baboseira,CASAR PARA QUÊ? | MARIA HOMEM,NEGATIVO,OK,
UgxXN1RiEtMe0FGczmJ4AaABAg,"Sou ateísta também. E acho um pouco opressivo o comportamento religioso de alguns brasileiros, principalmente, na política institucional. Fora isso, ignoro porque é uma questão particular. Evito o assunto porque algumas pessoas são muito autoritárias. E eu sou preguiçosa demais para debater esse tema. 😂 Adorei sua resposta.",Por que sou ateu? Leandro Karnal reage a comentários sobre religião e ateísmo,POSITIVO,OK,
UgzKFuVxPnrYKn84_AR4AaABAg,"A pornografia está escancarando a misogini4. São vídeos trucidando as mulheres, são diversas lesões corporais nesses vídeos, torturas, diversos crimes gravados e comercializados. Ninguém vai falar disso???",Feminicídio no Brasil: por que homens odeiam mulheres? | Maria Homem,TANGENCIAL,OK,
UgymXA7lTKKGaZGH9UJ4AaABAg,Isso aí. Esse comentário serve de alerta! 👏👏,Caso Epstein: Como o Sistema Falhou por 14 Anos? | ANA BEATRIZ,TANGENCIAL,NOK,Positivo
UgwR9oDMuQUWEWqQozp4AaABAg,"Porque escondeu o seu casamento, um momento tão importante na nossa vida ??
 Se tivesse alguma religião teria princípios éticos e não teria casado com aquele garotinho,  porque ali não é natural, tem interesses e não amor!
Eu não seguia você antes porque é chato e arrogante … mas tem quem goste, talvez porque são iguais e aprovam seu comportamento",Por que sou ateu? Leandro Karnal reage a comentários sobre religião e ateísmo,NEGATIVO,OK,
UgwQlygedq2MzRbxGlh4AaABAg,"Que vide interessante e uma comédia ao mesmo tempo, parabéns 😂😂😂",Como a vida moderna destrói seu foco - e o que fazer | Geração TDAH,POSITIVO,OK,
UgyLmWPxqndVlKacat54AaABAg,Os sinais de uma sociedade doente são os sintomas que isto causa um deles é se auto rotular como pai mãe de Pet.,Amor aos pets: a relação entre seres humanos e animais na História,NEGATIVO,NOK,Tangencial
UgztXXS0tHbdCzB9qo54AaABAg,💛💛💛,Como resgataria meu amor-próprio,POSITIVO,OK,
UgwdGZk2XfhzZAdWbF14AaABAg,que saudade,EXPRESSÃO MÁXIMA DO DESCONFORTO | PARTE 2,TANGENCIAL,OK,
UgyqBtt6C0fClc3CT614AaABAg,"Nossa... Me identifiquei muito com isso, e essa dificuldade de fazer amigos pra mim é bem complicado
Apesar de que pra mim, eu já me machuquei muito e já machuquei muitas pessoas por criar muitas expectativas sobre elas, e no final, eu me sentia muito mal, já que, esse lance de proximidade em relação em fazer amigos num era muito o meu forte",como fazer amigos depois do isolamento (e paranóias de ser chata),TANGENCIAL,OK,
UgzXT1oTdX5XvHv7RMF4AaABAg,"Tudo são fases , minha linda.
Meu filho sempre me deu trabalho quando bebê.
Elétrico parecia que a bateria era contínua. Rs
As vezes trocava os horários e na maioria das vezes , acordava pelas 6 da Manhã e as 00:00 estava com todo disposto , com os olhos regalados, relutando em dormir.
Eu tentava de tudo, chás, acalentava no colo , tv, música..
Só tinha um jeito, eu desligava tudo, apagava a luz , e um detalhe , dormia só segurando minha mão, tanto que se acostumou dormindo comigo.
Quarto só lhe servia para brincar.
Barulho e luz lhe fazia ligar a bateria rsr
Nesse período é desgastante mesmo, uma opção é colocar músicas relaxantes para bebê.
Eu já cortei as mamadeiras pela madrugada , porque o pediatra disse que a noite era para dormir e não mamar.
Dê a última mamadeira reforçada.
Meu filho está com 18 anos , meu amigão.
Tenho certeza que essa fase vai passar.
Relaxa e não fique apegada nos detalhes da rotina , cada criança tem seu jeitinho, e nada melhor que respeitar e você se respeitar , que nada é perfeito , nem sempre a rotina segue corretamente , cada dia é diferente do outro e pode acontecer imprevistos.
Falo como professora de educação infantil e a rotina serve para direcionarmos e não que sejamos obrigados a seguir a riscas.
Essa fase vai passar !
Muita luz pra você e sua família !!
🌹🌹🌹🌹🌹",MEU FILHO NÃO DORME | SONO DO BEBÊ por Juliana Goes,TANGENCIAL,OK,
UgzclFi3lXjKVEMknhB4AaABAg,"Tô cansada de novos dias, por que eles sempre são idênticos aos velhos
Se eu pudesse gostaria de não poder nada, eu vivo um ciclo cheio de dependência emocional da minha família, e elas andam me quebrando...eu gostaria de desabafar com alguém, mas sempre sinto que se eu fizer isso estarei me vitimizando...
Eu já tentei desabafar com uma pessoa, e disse a ela que não sabia se eu estava realmente com depressão, ou estava fingindo, então ele me disse
""Se uma pessoa finge ter depressão, então a algo fe errado, não com ela...mas para ela""
Nessa hora percebi que não exista dor que não exista, e se eu estiver me sentindo de um jeito, não é vitimização, é a reação das minhas problematização",Assista quando estiver deprimido,TANGENCIAL,OK,
UgyZEo52Wi9kfP7u9R14AaABAg,Mto bom tds comentarios obrigado por ter esses relatos das pessoas falarem da vida cada uma. Deus abençoe tds,"1ª Live da série especial ""Quando eu cuido de mim"" com Rossandro Klinjey",POSITIVO,OK,
UgwZI9lY7VAXeIRPN2V4AaABAg,ISSO TEM QUE SER DEFINITIVAMENTE BANIDO....MAS AGORA SERÁ QUE VÃO CONSEGUIUR? COITADA DA NOVA GERAÇÃO.,Leandro Karnal desafia o ChatGPT,NEGATIVO,NOK,"Tangencial, se refere ao GPT"
UgxRuc5zsta4jSeTnah4AaABAg,"Não é,o senhor,  vc dita as normas, não o considero! Aprenda que a inteligência, não é o que só vc pensa uma pessoa caipira, pode ter mais inteligência e conhecimento do que o senhor e aliás inteligência tbm significa humildade! O Sr. Tem......",O que é ser inteligente hoje? A NOVA INTELIGÊNCIA | Série Profissional do Futuro #2,NEGATIVO,OK,
UgzMV1rYjYZ4DgR7Ohh4AaABAg,"Elegante, sempre! Que prazer ouví-lo!!",Por que sou ateu? Leandro Karnal reage a comentários sobre religião e ateísmo,POSITIVO,OK,
Ugx7lTDvULrQk-3mFhJ4AaABAg,"É simplesmente a melhor série de todos os tempos, temos tanto a aprender com os Pearson, é um espetáculo a cada episódio, emoção a flor da pele. Terminando na sexta temporada, vou ter muita dificuldade de me despedir dessa tão linda história.","Karnal Recomenda: ""This Is Us"" - 6ª temporada | Leandro Karnal",TANGENCIAL,OK,
UgyGB88AvtmJxe6UCt94AaABAg,"Só volta vai! 🙏🏼 
Tudo bem que você não está no mundo para atender as nossas expectativas, mas eu adorava tomar café, te assistindo, imaginando que éramos amigas falando falando sobre nada e TUDO, ao mesmo tempo.",GIRLS EDUCATION: ELAS QUE LUTAM,TANGENCIAL,OK,
UgxWWy8OF68Ri4Ms-Cl4AaABAg,❤,Continue fingindo que nada mudou  #saudemental #reflexão #mudança #autocuidado #tempodecrescer,POSITIVO,OK,
UgyRfaAuLAhvZt9Auid4AaABAg,"Gostei muito do conteúdo, parabéns!❤",27 lições com 27 anos,POSITIVO,OK,
Ugw0Y6_2NJjrAt5a7mJ4AaABAg,"O que não tem remédio, remediado  está! Já dizia minha mãe ❤",Estoicismo: a Filosofia da felicidade e do desapego | Leandro Karnal,POSITIVO,OK,
UgwzgU-T_EHUhr9SAvJ4AaABAg,🩵,5 sinais de que você é imaturo emocionalmente e não sabe,POSITIVO,OK,
UgxLEMXsEfkHhhWkElJ4AaABAg,Muito triste essa situação 😔,Adolescentes Violentos: Um Sinal de Alerta Urgente! | ANA BEATRIZ,TANGENCIAL,OK,
UgyH4encvFq1CkesY5V4AaABAg,💜,Você tem tudo para estar bem... mas não está.,POSITIVO,OK,
Ugxco9P37sbWhOipHs94AaABAg,impossivel assistir um video com comercial a cada 1.minuto,Rossandro Klinjey - Como conviver com pessoas abusivas e tóxicas,NEGATIVO,OK,
Ugy76n-goyzYgddMhXt4AaABAg,Tebet para presidenta!!! ja!!!,"SIMONE TEBET, MARIA HOMEM | ELEIÇÕES: RETA FINAL (LIVE)",POSITIVO,OK,
UgyMLubAjVF1UWuiwhV4AaABAg,💛,Como resgataria meu amor-próprio,POSITIVO,OK,
UgyZ-kavePtozreEo4N4AaABAg,Precisava ouvir isso...💖,você não é seu desempenho.,POSITIVO,OK,
Ugwsz_DG0OOmul1QeaV4AaABAg,"Que Luz🌟🌍🌟 Rosandro Es uma  Luz para nós... Nos  ensinado a ser  Luz para os outros. Uma Mundo iluminado de pessoas  Radiantes de Amor e Pacificador e Harmónioso , tudo se torna mais Lindo. Que a Luz , o Amor e a Paz de Cristo  Reina  Sobre toda  Terra.💕🌍💕🙏🏽😇","1ª Live da série especial ""Quando eu cuido de mim"" com Rossandro Klinjey",POSITIVO,OK,
UgyOWW4W-TNqzcja5Px4AaABAg,"Sabe o que é... triste não, lamentável...? A quantidade de anúncios a cada visualização de vídeos desse canal. Insuportável. Inviabiliza totalmente a permanência... Que pena.
A gente tenta, mas impossível! 
Chau!! Bom domingo",Rossandro Klinjey - Como parar de sentir tristeza?,NEGATIVO,OK,
UgzIQfoheg51R4bNQ4R4AaABAg,Pelo amor de Deus Ju!!! Eu aguardo esse vídeo patinando desde sempre!!!! s2,BBB | Respondendo sobre a minha experiência no Big Brother Brasil,POSITIVO,OK,
Ugx-BxQtrm_jXMAK4aV4AaABAg,"Chocada!!! Não sabia que tinha participado nem que era a guria que desmaiou, ai gente KKKKK",BBB | Respondendo sobre a minha experiência no Big Brother Brasil,POSITIVO,OK,
UgwRFEEkQSxehm1RF4d4AaABAg,"Linda tarde!!!
Frases de Clarice é show!
Não deixe ninguém tentar tirar seu brilho. Antes eu não conseguia ter foco,sou tec.de enfermagem, artesã, massoterapeuta, assim sendo essa falta de foco foi por tentar crescer mais sem pensar em mim. A prioridade era  mostrar para o outro,agradar o outro.
Quando focamos e desatamos sentimentos escarsos, enchergamos  a verdadeira paz interior. Ou seja vida equilibrada ! 
Gratidão Rossandro e boas vibrações:)",Faça o seu teste da autoestima! Aula 01 | Oficina Autoestima Curativa,POSITIVO,OK,
UgxPyuzFWIWcWv3egu94AaABAg,A internet está cheia de informação mas resolver o problema ninguém resolve. Congresso e mais congresso,RECUPERE O PRAZER DE VIVER: A cura para o Esgotamento Mental - ANEDONIA,TANGENCIAL,OK,
Ugy5NIotZH_REvU4FRx4AaABAg,Não tive filhos e não me arrependo.A cada dia agradeço ter tido essa lucidez❤,CASAR PARA QUÊ? | MARIA HOMEM,POSITIVO,NOK,Tangencial
UgzKbBVBxzm-PwUPHt14AaABAg,Pra quem é antisocial e sair de casa é um INFERNO isso tudo é MUITO DIFÍCIL!!!!,como fazer amigos depois do isolamento (e paranóias de ser chata),TANGENCIAL,OK,
UgyHpsz7JpehNYpwFZF4AaABAg,Top 👏👏👏,Pra você que pensa e sente demais | A filosofia da ansiedade,POSITIVO,OK,
UgyHl5DAoq8F_QmUicl4AaABAg,Sempre hábil o Professor Karnal.,O que é ser inteligente hoje? A NOVA INTELIGÊNCIA | Série Profissional do Futuro #2,POSITIVO,OK,
UgxLgowyVXmAZSDTQOB4AaABAg,Genial.,Por que sou ateu? Leandro Karnal reage a comentários sobre religião e ateísmo,POSITIVO,OK,
Ugwjy115u06xrQHraTN4AaABAg,"Muito injusto o título do vídeo, se não tem cura ainda, Já tomei todos esses venenos mencionados e nenhum adiantou.",RECUPERE O PRAZER DE VIVER: A cura para o Esgotamento Mental - ANEDONIA,NEGATIVO,OK,
UgyxMHKtfrRG6NL-WL94AaABAg,"Eu descobri que afinal tenho TDAH há dois dias, e assistir essa aula eu mi vejo em tudo e faz muito sentindo. Muito esforçado muita dedicação mais uma facilidade tremenda de distração. Mas por outro lado tem  coisas que gera uma satisfação que sou capaz de ficar o dia inteiro, e não percebia  porque era assim m, quantas vezes eu já cobrei de mim. Gratidão 🙏 por trazer informações que nos ajudam a nos mapear 😮",Aula 2: O Jeito Certo de lidar com o TDAH - Dra. Ana Beatriz Barbosa,POSITIVO,OK,
UgwLZfLPd3ups0d5QW94AaABAg,"Jout, vc já estava grávida nesse vídeo!!",ENCERRAMENTO MASSA,TANGENCIAL,OK,
UgwE3Va45l7eGyyYQhF4AaABAg,"Gosto muito de Maria Homem, mas neste video não falou coisa com coisa...falou muito sobre algo que não entende nada...",SER HOMOSSEXUAL É PECADO? | MARIA HOMEM,NEGATIVO,OK,
Ugwpl2aofoVNlgnBWMd4AaABAg,"Não casei, não tive filhos. Absolutamente aceitei o fluxo que a vida seguiu. Sou feliz com minha profissão,  me dedico aos meus pais que estão idosos e vou encarando a vida de forma humildade e perseverante.  Namoro há 7 anos, mas cada um na sua casa (estamos há 100 km de distância) e administramos isto naturalmente. Belas palavras Maria ❤",CASAR PARA QUÊ? | MARIA HOMEM,POSITIVO,OK,
UgyQvcZkioFsD6htVQR4AaABAg,"Sim, Ju! A fisioterapia pélvica é importante em todos os estágios da gravidez, no puerpério também. Inclusive se tivesse feito durante a gravidez poderia ter evitado a laceração. Mas vale ressaltar, não é só para grávidas, mas para mulheres e homens!!",O RETORNO DA PEPEKA DEPOIS DO PARTO NORMAL VAGINAL | Juliana Goes,POSITIVO,OK,
UgyjNYQH-n8bPPCOQD14AaABAg,❤,Como resgataria meu amor-próprio,POSITIVO,OK,
Ugy8poZwsTt-cwR4ToV4AaABAg,💛,Desapego: por que soltar é tão difícil?,POSITIVO,OK,
UgxMQb0TxD9GUrtMee94AaABAg,"Sempre terá alguém melhor em uma coisa que vc se considera ""bom"", depois de entender isso parei de ser  ""perfeccionista"" e entender que tudo é sobre aprender e aprimorar se divertindo no meio do caminho, errando e aprendendo que faz parte do processo.",Assista quando estiver cansado da vida | A filosofia de Sartre,TANGENCIAL,OK,
UgzunPNC66Kmtq8VLFN4AaABAg,"Abdome fraco e musculatura do assoalho pélvico fracos podem gerar prolapso genital, e este tem vários graus.😉 Ótimo falar nisto Ju.",O RETORNO DA PEPEKA DEPOIS DO PARTO NORMAL VAGINAL | Juliana Goes,TANGENCIAL,OK,"Positivo, mas acho que OK nesse caso"
UgxnmAl5ScmcP7xtnK14AaABAg,Que fofa 🥰,"estar pronta é uma decisão, não um sentimento",POSITIVO,OK,
Ugx-yiQ8mvMKZab8XI54AaABAg,"Não creio num Deus onipotente, que quer o bem dos homens que permita tamanhas crueldades no mundo (B. Russell). Aqui não há abertura pra livre arbítrio, pq se um Deus é onipotente, terá onipotência, isso é lógico. Sou agnóstico, não creio mas nem excluo a possibilidade de que a ciência possa explicar a existência de um Deus. Respeito a todos que creem e não quero ser julgado por minhas escolhas.",Por que sou ateu? Leandro Karnal reage a comentários sobre religião e ateísmo,TANGENCIAL,OK,
UgwIK2eMLnFd89tpFuR4AaABAg,O ruim da laceração é q tem médico fdp q faz o “ponto do marido” pra deixar “mais apertada” pro marido ignorando completamente q a mulher vai sentir mta dor. Além dos pontos necessários eles acrescentam um “extra”. Se já é difícil pra mulheres q não sofrem com esse ponto desnecessário imagina pra quem sofre?,O RETORNO DA PEPEKA DEPOIS DO PARTO NORMAL VAGINAL | Juliana Goes,TANGENCIAL,OK,
UgwPCd0ydcYeZuNJ9Q14AaABAg,"Muito bom. Pena que, no final, ao trazer sua experiência ( bem-sucedida) materna e casamento hetero, conotando boas escolhas, o tema me pareceu tendencioso 😢",CASAR PARA QUÊ? | MARIA HOMEM,NEGATIVO,OK,
UgyHCsbUzsYXlFjngQh4AaABAg,O prazer foi meu 🙏🏼 gratidão mestre,Estoicismo: a Filosofia da felicidade e do desapego | Leandro Karnal,POSITIVO,OK,
UgzynjvlYBnvFRUC_2l4AaABAg,❤Wow! You are the Best! ❤👏👏👏👏👏👏👏👏,"Karnal Recomenda: ""This Is Us"" - 6ª temporada | Leandro Karnal",POSITIVO,OK,Provavelmente BOT
UgzCFbeMFpuA4_qq9Ql4AaABAg,"Eu já fiz essa rota, 2020. Foi muito importante pra mim. Quero fazer de novo. Muito bom te acharrr aquii. Quero ficar pronta fazer de novo","estar pronta é uma decisão, não um sentimento",TANGENCIAL,OK,
UgxD5IF1C1pFwvrrVK14AaABAg,Que trabalho FODA!,Pra você que pensa e sente demais | A filosofia da ansiedade,POSITIVO,OK,
UgzrYerrl6O6PVygB-R4AaABAg,O perdão trás leveza é muito bom eu vivo buscando esse auto perdão inclusive pra mim mesma.❤❤❤,Quem te machucou não merece sua energia #saudemental #reflexão #mudança #autocuidado #tempodecrescer,POSITIVO,OK,
Ugx6zLurUkkRMBFe5aN4AaABAg,"Nova doenca derivada da burrice, parabens piranha",O PERIGO REAL sobre o novo TDAH que ninguém te contou,NEGATIVO,OK,Eu odeio a humanidade
Ugzu_cjPsIZ9dn5lDCd4AaABAg,"Dia 25 de junho  meu aniversario  dia 25/12/2023 uma criança feliz com amigos uma festa grande com comida refri doces bolo,brincadeiras legais ,tudo perfeito.  Dia 28/1/2025 Eu temia a morte agora quem procura a morte sou eu,so queria viver feliz como uma criança normal 💔",Assista quando estiver deprimido,TANGENCIAL,OK,
Ugy-AHZqx28M8N73h_d4AaABAg,Perfeito,Continue fingindo que nada mudou  #saudemental #reflexão #mudança #autocuidado #tempodecrescer,POSITIVO,OK,
UgznWsvaPxhdJd9SbW94AaABAg,"Você descreveu minha vó, estou chegando no limite do convívio. É muito cansativo viver com pessoas assim!",Rossandro Klinjey - Como conviver com pessoas abusivas e tóxicas,TANGENCIAL,OK,
UgwLwuMcEj8_fa1dtfh4AaABAg,"Que poema haveria no tardar da hora ...estimado seria minha vergonha agora, saber fazer versos em uma escola 
E pedir desculpas, e tbm uma esmola...de métricas eu não sei, cresci emendando rabiola...essa IA surgiu do nada e do nada será?
Vamos com calma e tudo se resolverá...",Leandro Karnal desafia o ChatGPT,TANGENCIAL,OK,
Ugy22kkyEBNXripWTWt4AaABAg,💛,Desapego: por que soltar é tão difícil?,POSITIVO,OK,
UgxQDoTXzqoaJmjdTJp4AaABAg,Alguem em 2024 chorando por nao ter mais jout jout 😢,ENCERRAMENTO MASSA,TANGENCIAL,OK,
UgyAhPME6Hie-9PZJWl4AaABAg,Eu tô assim sem prazer Pará nada 😢,RECUPERE O PRAZER DE VIVER: A cura para o Esgotamento Mental - ANEDONIA,TANGENCIAL,OK,
UgyoUPAxb9iwSTQAcCV4AaABAg,"Eu sinto essas coisas quando estou com hipoglicemia, quando acordo, quando passo mais de 24 horas sem proteína animal",O PERIGO REAL sobre o novo TDAH que ninguém te contou,TANGENCIAL,OK,
UgwYym3UB5bkizoJZGV4AaABAg,Obrigada,Assista quando estiver deprimido,POSITIVO,OK,
UgzX6DVC3Mo_w-rnrCp4AaABAg,"e que Porra de Nome Feio é esse,
Maria Homem. Homem Você não é.

Doidona.",Feminicídio no Brasil: por que homens odeiam mulheres? | Maria Homem,NEGATIVO,OK,
Ugz4P69VQus9k_X6GiJ4AaABAg,"Ju! Poderia ser eu falando tudo isso, palavra por palavra. Estamos passando exatamente pela mesma coisa! Obrigada por compartilhar, me senti abraçada! ❤️",MEU FILHO NÃO DORME | SONO DO BEBÊ por Juliana Goes,POSITIVO,OK,
UgzrmnEOCuE1QwiFdil4AaABAg,Vim aqui emocionadíssima pq acabei de descobrir que a Jout teve neném e é mãe agora 🥹🤍😭,AGRADECIMENTOS FINAIS,POSITIVO,OK,
Ugw9i9qrMuW4QL4DCnd4AaABAg,Rapaz. que publicidade da zorra. vende mais a série do que ficar popando anuncios em rede de display e por ai vai. Essa é a Publi que pega a pessoa pela emoção,"Karnal Recomenda: ""This Is Us"" - 6ª temporada | Leandro Karnal",NEGATIVO,OK,
UgwLKpSpuPA9toqEr7F4AaABAg,"Mais conhecida como:
A MELHOR SÉRIE DO MUNDO.","Karnal Recomenda: ""This Is Us"" - 6ª temporada | Leandro Karnal",TANGENCIAL,OK,
UgymXHgItxaHwCCW_Md4AaABAg,"Terminando de assistir o detox emocional, a qual ameiiii!!! Gratidão pela oportunidade ... Me deparei com esse vídeo... amando te ouvi!! Vou procurar  CUIDADNDO DA ALMA | EPISÓDIO #01 RSRSRSRSR",Rossandro Klinjey - Como parar de sentir tristeza?,POSITIVO,OK,
UgxUjTOGD9IIMSZnR2p4AaABAg,"Pode parecer incrível mas convivo com uma irmã narcisista desde que minha mãe faleceu! 
Minha mãe sempre achou que irmãs tinha que ser companheiras, mas isso nunca aconteceu! Meu pai sempre foi carinhoso comigo porque eu era com ele e ela nunca foi com nenhum dos dois! Meus pais eram carinhosos com ela e ela nunca retribuia. Ela sempre foi seca! Por eu ser diferente, ser mais   amorosa a minha família sempre foi mais apegada comigo! Ela é do tipo que não visita uma pessoa doente ou quando tem bebês, geralmente ela não gosta de pegar crianças no colo ou conversar com elas! Meus pais davam mais presentes a ela por ser a mais nova! Enfim, depois da morte deles me meti na armadilha de estar com ela em qualquer situação e isso fez ela muitas vezes me manipular!
Eu estou me libertando agora! 
Conheci uma pessoa que me ajuda e nunca deixei de ter minha rede de apoio! Vou me casar com uma pessoa que sabe exatamente o que ela é, pois também veio de um lar onde o pai era narcisista! Estou me curando,não a odeio,mas estou melhorando e vou superar tudo o que passo!",O que fazer quando o narcisista convive com você? #98,TANGENCIAL,OK,
Ugwf6drWM0pTy06YXDx4AaABAg,"Gratidão e é isso q quero pra mim essa mudança interna , obrigada Rossandro","1ª Live da série especial ""Quando eu cuido de mim"" com Rossandro Klinjey",POSITIVO,OK,
UgzlFRFPIlVeGOB4WhZ4AaABAg,"Eu tô mais ou menos assim, tento lutar com esse desânimo, sou antissocial",RECUPERE O PRAZER DE VIVER: A cura para o Esgotamento Mental - ANEDONIA,TANGENCIAL,OK,
Ugw1LWx4LpLIxGzkwZx4AaABAg,Fascinante!,Leandro Karnal desafia o ChatGPT,POSITIVO,OK,
UgzhRNoiBKKh9Ifr0aZ4AaABAg,Pq não usa palavras em português?,O PERIGO REAL sobre o novo TDAH que ninguém te contou,NEGATIVO,OK,
UgwILIJkXj2LfjJ6FPR4AaABAg,"Ah, Karnal...Até você tão sábio errando feio assim na palavra desapego! Faz isso não.",Estoicismo: a Filosofia da felicidade e do desapego | Leandro Karnal,NEGATIVO,OK,
UgybmSSrmRmKV_XItS94AaABAg,"Oi jujut, saudades!",EXPRESSÃO MÁXIMA DO DESCONFORTO | PARTE 2,TANGENCIAL,OK,
UgyFWVsvt6X-Vzhoxsh4AaABAg,"por isso nao deixe a sua criança morrer, aceite quem e diga foda-se ao opiniao do outro, ser voce e libertador e querer deixar de se encaixar numa caixinha que uma sociedade escrota inventou, para que voce fosse outro rato aprisonado dentro de si, girando uma roda do capitalismo, quanto os ricos de sempre ficam mais ricos e voce s ilude que a sua felicidade estar em bem materiais.",Como a vida moderna destrói seu foco - e o que fazer | Geração TDAH,TANGENCIAL,OK,
Ugw_P1AKNeFCYEav8G94AaABAg,"O ""professor "" de Nero não foi muito eficaz no seu ensino",Estoicismo: a Filosofia da felicidade e do desapego | Leandro Karnal,NEGATIVO,NOK,"O imperador Nero não tem nada
a ver com a produção desse vídeo"
Ugy1e4ViFfkk9RYYqTR4AaABAg,Já faz um tempo que você virou saudades pra mim...vou te esperar pra sempre,GIRLS EDUCATION: ELAS QUE LUTAM,TANGENCIAL,OK,
UgxPkOxnQELTzR5541t4AaABAg,Eu preciso só cuidei e nunca fui cuidada,"1ª Live da série especial ""Quando eu cuido de mim"" com Rossandro Klinjey",TANGENCIAL,OK,
UgzjmN_T1UmSePRNQVB4AaABAg,"dava pra responder o tema em 30 segundos, ""Homossexualidade é pecado?""    ""sim""   pronto acabou",SER HOMOSSEXUAL É PECADO? | MARIA HOMEM,NEGATIVO,OK,
Ugzl00op2Kxhj6DOr5t4AaABAg,💛,Como resgataria meu amor-próprio,POSITIVO,OK,
Ugx-UU0aPmFPyf4BsEV4AaABAg,"A série mais perfeita, profunda em cada detalhes. Se deseja uma série envolvente, emocionante, reflexiva....essa é A SÉRIE 'THIS IS US'. A melhor!!! Conselho: prepare muitos lenços 😢 💟 é pura emoção!!!
Sou muito grata por essa série existir, e pelas almas inspiradoras por traz dela. É um presente Divino ❣🙏","Karnal Recomenda: ""This Is Us"" - 6ª temporada | Leandro Karnal",TANGENCIAL,OK,
UgzoSbPq5WdC8vf6H6h4AaABAg,"Torcida muito  por vc, era minha  preferida.  Eu acho que   as pessoas te confundem com a Nati,  ela que provocava o Rafinha rsrs.",BBB | Respondendo sobre a minha experiência no Big Brother Brasil,POSITIVO,OK,
Ugz_fon6Vy5PNowp7zN4AaABAg,A misoginia é uma cultura sobretudo ocidental???? Ouvi bem isso?,Feminicídio no Brasil: por que homens odeiam mulheres? | Maria Homem,NEGATIVO,OK,
UgzclL5A7MbVj7iCCYh4AaABAg,Falou tudo que acontece comigo.,"Aula 1: O Jeito Errado | TDAH, Procrastinação e Foco com Dra. Ana Beatriz Barbosa",TANGENCIAL,OK,
UgynfU50RD-mXmvZYrN4AaABAg,Tome vergonha na cara falou mal de Lula e agora está atrás desse descomprendido do Lula você não ganha nem mais pra nada,"SIMONE TEBET, MARIA HOMEM | ELEIÇÕES: RETA FINAL (LIVE)",NEGATIVO,OK,
UgxCKXcUBqXeiHySbld4AaABAg,"Cansada, arrebentada, destruida, banhada no burnout 🤣🤣 assim me defino. Se eu nao tivesse cometido loucuras financeiras eu certamente me daria um ano sabatico. Agora to nessa vibe de provar o improvavel pra manter um emprego e pagar as contas.
🫣",você não é seu desempenho.,TANGENCIAL,OK,
UgxhbNZ7CtBco16ty6l4AaABAg,🩵,5 sinais de que você é imaturo emocionalmente e não sabe,POSITIVO,OK,
UgxRl7AEuOwlmj462v94AaABAg,"Eu nunca me identifiquei com algo tão real quanto o estoicismo, acredito que todo ser humano deveria conhecer um pouco e colocar em pratica. É surreal!",Estoicismo: a Filosofia da felicidade e do desapego | Leandro Karnal,POSITIVO,OK,
UgyXiKV3XCB_2gb3q3x4AaABAg,"Conselhos preciosos , gratidão ❤",Rossandro Klinjey - Como conviver com pessoas abusivas e tóxicas,POSITIVO,OK,
UgxViVvzv6UlfTpYZHt4AaABAg,"Deixa a mulher falar, maria","SIMONE TEBET, MARIA HOMEM | ELEIÇÕES: RETA FINAL (LIVE)",NEGATIVO,OK,
UgzQYV3MB8kWu43OZSh4AaABAg,"me enganou por algum tempo, hoje não enganas mais...",Estoicismo: a Filosofia da felicidade e do desapego | Leandro Karnal,NEGATIVO,OK,
UgypG7zwK5DG1BqyWQt4AaABAg,💙,5 sinais de que você é imaturo emocionalmente e não sabe,POSITIVO,OK,
UgzPr_MKE7giwMOpfX54AaABAg,"""Tudo ai que ce ta vendo é um grande aleatorio"" KKKKKKKKKKKKKKK MUITO BOM, adoro as frases",27 lições com 27 anos,POSITIVO,OK,
UgzBtq5sMPWlraFiuk14AaABAg,Mas e quando não tem rede de proteção e está na posição excludente ?,CASAR PARA QUÊ? | MARIA HOMEM,TANGENCIAL,OK,
Ugz06i8nL5Zz4HevA_h4AaABAg,"Minha válvula de escape é a cachaça.  Vivemos em uma sociedade muito  competitiva.  Temos que ser os melhores  em tudo , conseguir  tudo , pra não sermos  vistos como fracassados.",Como superar a exaustão e ansiedade da Geração 40+ SEM Desespero,TANGENCIAL,OK,Engraçado (e relatable)
UgxBclM7-JJVS0HfAI94AaABAg,Misericórdia eu preciso urgente,"1ª Live da série especial ""Quando eu cuido de mim"" com Rossandro Klinjey",TANGENCIAL,OK,
UgzNQgZUO_BH-g143Ud4AaABAg,"Amo GOT série impecável,mas This is us é a série da vida❤️","Karnal Recomenda: ""This Is Us"" - 6ª temporada | Leandro Karnal",TANGENCIAL,OK,
